firm_id,baseline_employees,total_grant_amount,grant_stage1_amount,grant_stage2_total_amount,grant_stage3_amount,post_grant_permanent_employees,post_grant_temporary_employees,total_employees_post_grant,city,state,region,num_paid_employees,monthly_revenue,annual_revenue_2014,last_month_income,family_applied_member,family_applied_spouse,family_applied_other,applied_third_round,selected_third_round,survival_chance_without_grant,m_i_7
63289,3.0,0.0,0.0,0.0,0.0,4,0,40.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
63290,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,6.0,17.0,3.0,6.0,300000.0,2200000.0,100000.0,0.0,1.0,0.0,1.0,2.0,50.0,2.0
63367,3.0,4000000.0,400000.0,1600000.0,1000000.0,8,2,82.0,104.0,10.0,2.0,12.0,750000.0,3500000.0,320000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
63559,3.0,4200000.0,420000.0,1680000.0,1050000.0,11,17,1117.0,315.0,18.0,4.0,6.0,900000.0,8000000.0,550000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
63608,17.0,0.0,0.0,0.0,0.0,10,4,104.0,42.0,26.0,6.0,12.0,2000000.0,12000000.0,200000.0,0.0,0.0,0.0,2.0,2.0,80.0,1.0
63636,3.0,6100000.0,250000.0,2600000.0,1625000.0,5,8,58.0,184.0,25.0,7.0,8.0,125000.0,2000000.0,50000.0,0.0,0.0,0.0,2.0,2.0,60.0,1.0
63693,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,65.0,4.0,3.0,5.0,600000.0,7800000.0,220000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
63858,2.0,6000000.0,600000.0,2400000.0,1500000.0,5,10,510.0,24.0,9.0,2.0,3.0,500000.0,1000000.0,200000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
63938,3.0,6000000.0,600000.0,2800000.0,1100000.0,9,8,98.0,31.0,16.0,4.0,6.0,70000.0,720000.0,25000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
63950,8.0,2500000.0,250000.0,1000000.0,625000.0,7,15,715.0,19.0,15.0,6.0,8.0,2000000.0,5000000.0,600000.0,0.0,0.0,0.0,2.0,2.0,65.0,1.0
64016,3.0,4000000.0,400000.0,1600000.0,1000000.0,13,44,1344.0,Unknown,Unknown,Unknown,6.0,407540.0,2200000.0,79540.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
64146,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,7.0,14.0,3.0,2.0,25000.0,450000.0,15000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
64148,7.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,50.0,32.0,6.0,6.0,80000.0,850000.0,34000.0,0.0,1.0,0.0,2.0,2.0,50.0,2.0
64154,4.0,3400000.0,340000.0,1360000.0,850000.0,17,6,176.0,50.0,32.0,6.0,6.0,751600.0,5429660.0,159860.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
64159,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,16.0,3.0,2.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
64297,3.0,0.0,0.0,0.0,0.0,6,8,68.0,22.0,35.0,4.0,4.0,360000.0,400000.0,72000.0,0.0,0.0,0.0,2.0,2.0,80.0,1.0
64381,2.0,4800000.0,480000.0,1920000.0,1200000.0,8,3,83.0,50.0,32.0,6.0,1.0,230000.0,500000.0,170000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
64466,3.0,5400000.0,540000.0,2160000.0,1350000.0,7,1,71.0,335.0,20.0,5.0,3.0,100000.0,1200000.0,28000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
64583,3.0,6000000.0,0.0,3300000.0,1200000.0,5,14,514.0,Unknown,Unknown,Unknown,6.0,500000.0,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,2.0
64659,3.0,4000000.0,400000.0,1600000.0,1000000.0,8,35,835.0,Unknown,Unknown,Unknown,6.0,800000.0,2200000.0,375000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
64862,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,204.0,8.0,4.0,9.0,140000.0,2000000.0,60000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
64953,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,1.0,33.0,2.0,5.0,500000.0,1000000.0,20000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
64984,8.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,7.0,14.0,3.0,6.0,300000.0,2200000.0,100000.0,0.0,1.0,0.0,2.0,2.0,50.0,2.0
65001,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,335.0,20.0,5.0,1.0,60000.0,250000.0,20000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
65035,3.0,5400000.0,200000.0,3150000.0,700000.0,3,5,35.0,9.0,1.0,3.0,4.0,200000.0,500000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
65150,6.0,10000000.0,1000000.0,4000000.0,2500000.0,6,3,63.0,30.0,28.0,1.0,8.0,815000.0,4500000.0,346000.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0
65180,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
65386,3.0,0.0,0.0,0.0,0.0,4,2,42.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
65456,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,319.0,23.0,6.0,6.0,300000.0,2200000.0,100000.0,1.0,0.0,1.0,1.0,2.0,50.0,2.0
65527,3.0,6000000.0,400000.0,3100000.0,1250000.0,13,31,1331.0,196.0,4.0,3.0,19.0,177200.0,705000.0,5000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
65567,5.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,96.0,13.0,1.0,2.0,43250.0,183000.0,33000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
65599,3.0,3000000.0,300000.0,1900000.0,400000.0,3,2,32.0,8.0,19.0,5.0,2.0,22000.0,100000.0,10000.0,0.0,0.0,0.0,2.0,2.0,80.0,1.0
65809,5.0,3200000.0,120000.0,1880000.0,400000.0,8,0,80.0,24.0,9.0,2.0,13.0,5000000.0,7000000.0,800000.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0
65990,3.0,5000000.0,200000.0,2750000.0,800000.0,12,33,1233.0,65.0,4.0,3.0,9.0,280000.0,4510100.0,180000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
66049,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,20.0,2.0,4.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
66096,10.0,0.0,0.0,0.0,0.0,6,7,67.0,325.0,26.0,6.0,14.0,300000.0,2000000.0,150000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
66302,3.0,6000000.0,600000.0,2900000.0,1000000.0,5,4,54.0,184.0,25.0,7.0,3.0,4000000.0,15000000.0,2500000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
66377,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,3.0,100000.0,1300000.0,50000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
66475,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,20.0,2.0,4.0,5.0,300000.0,1200000.0,80000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
66651,3.0,3000000.0,300000.0,1400000.0,550000.0,4,3,43.0,Unknown,Unknown,Unknown,6.0,395000.0,2200000.0,198000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
66796,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,0.0,36.0,4.0,0.0,600000.0,4800000.0,160000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
66855,1.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
66980,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,24.0,9.0,2.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
66986,3.0,3700000.0,400000.0,2500000.0,400000.0,10,5,105.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
66999,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,3.0,35000.0,250000.0,22000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
67020,7.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,6.0,17.0,3.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,1.0,1.0,2.0,50.0,2.0
67054,3.0,3600000.0,0.0,2000000.0,800000.0,10,12,1012.0,7.0,14.0,3.0,14.0,900000.0,5000000.0,250000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
67058,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,50.0,32.0,6.0,6.0,800000.0,2200000.0,150000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
67219,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,50.0,32.0,6.0,6.0,280000.0,705000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
67430,13.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,321.0,13.0,1.0,14.0,500000.0,2000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
67526,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,8.0,19.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
67582,3.0,3600000.0,360000.0,1440000.0,900000.0,8,2,82.0,17.0,5.0,4.0,12.0,300000.0,3500000.0,80000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
67731,1.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,184.0,25.0,7.0,2.0,300000.0,2000000.0,130000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
67764,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,3.0,31.0,1.0,30.0,6000000.0,20000000.0,2200000.0,0.0,1.0,0.0,2.0,2.0,50.0,2.0
67765,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,30.0,28.0,1.0,1.0,50000.0,300000.0,18000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
67784,3.0,0.0,0.0,0.0,0.0,0,6,6.0,8.0,19.0,5.0,12.0,400000.0,3200000.0,95000.0,0.0,0.0,0.0,2.0,2.0,70.0,1.0
67790,3.0,4200000.0,420000.0,1680000.0,1050000.0,12,2,122.0,65.0,4.0,3.0,13.0,2300000.0,6500000.0,430000.0,0.0,0.0,0.0,2.0,2.0,75.0,1.0
67882,3.0,7000000.0,400000.0,3600000.0,1500000.0,13,6,136.0,7.0,14.0,3.0,11.0,450000.0,3500000.0,180000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
68052,3.0,6000000.0,600000.0,2800000.0,1300000.0,10,52,1052.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
68118,2.0,6000000.0,0.0,3100000.0,1400000.0,8,2,82.0,12.0,24.0,6.0,12.0,300000.0,5000000.0,200000.0,0.0,0.0,0.0,2.0,2.0,85.0,1.0
68163,3.0,4000000.0,400000.0,1600000.0,1000000.0,8,2,82.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
68214,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,12.0,24.0,6.0,4.0,350000.0,650000.0,50000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
68252,3.0,7900000.0,200000.0,1700000.0,3000000.0,5,8,58.0,76.0,19.0,5.0,8.0,350000.0,12000000.0,150000.0,0.0,0.0,0.0,2.0,2.0,60.0,1.0
68268,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
68332,3.0,0.0,0.0,0.0,0.0,4,7,47.0,Unknown,Unknown,Unknown,6.0,85000.0,2200000.0,25000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
68436,3.0,3000000.0,180000.0,1620000.0,600000.0,3,3,33.0,300.0,17.0,3.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
68479,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,334.0,37.0,5.0,16.0,500000.0,700000.0,200000.0,0.0,0.0,0.0,2.0,2.0,80.0,2.0
68576,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,147.0,25.0,7.0,18.0,700000.0,3500000.0,360000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
68762,3.0,0.0,0.0,0.0,0.0,0,25,25.0,144.0,25.0,7.0,6.0,0.1,25000.0,2.5,0.0,0.0,0.0,2.0,2.0,85.0,1.0
68778,3.0,4500000.0,450000.0,1800000.0,1125000.0,8,1,81.0,321.0,13.0,1.0,2.0,200000.0,3000000.0,50000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
68858,3.0,1500000.0,150000.0,600000.0,375000.0,5,6,56.0,19.0,15.0,6.0,9.0,150000.0,3000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
68911,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,200000.0,2200000.0,85000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
68932,3.0,4000000.0,300000.0,2200000.0,750000.0,5,18,518.0,17.0,5.0,4.0,23.0,600000.0,8000000.0,50000.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
68977,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,17.0,5.0,4.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
69115,3.0,5600000.0,160000.0,2900000.0,1140000.0,4,0,40.0,309.0,10.0,2.0,4.0,295000.0,2950000.0,100000.0,0.0,0.0,0.0,2.0,2.0,70.0,1.0
69236,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,3.0,31.0,1.0,5.0,79500.0,820000.0,30000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
69261,3.0,5500000.0,300000.0,3200000.0,1000000.0,5,50,550.0,337.0,3.0,2.0,2.0,25000.0,1800000.0,55000.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0
69267,12.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,31.0,16.0,4.0,6.0,300000.0,350000.0,100000.0,0.0,0.0,1.0,1.0,2.0,50.0,2.0
69403,3.0,2500000.0,250000.0,1000000.0,625000.0,2,0,20.0,Unknown,Unknown,Unknown,6.0,400000.0,2200000.0,70000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
69580,4.0,4500000.0,450000.0,1800000.0,1125000.0,4,0,40.0,162.0,25.0,7.0,3.0,200000.0,3000000.0,50000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
69765,3.0,5000000.0,300000.0,3300000.0,700000.0,13,28,1328.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
69866,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,250000.0,2200000.0,180000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
70152,3.0,4000000.0,400000.0,1900000.0,700000.0,5,2,52.0,6.0,17.0,3.0,5.0,250000.0,3500000.0,100000.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0
70155,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,3.0,31.0,1.0,5.0,1200000.0,3000000.0,400000.0,0.0,1.0,0.0,1.0,2.0,50.0,2.0
70207,3.0,6000000.0,600000.0,2400000.0,1500000.0,4,12,412.0,184.0,25.0,7.0,10.0,500000.0,3000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
70231,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,8.0,19.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
70381,10.0,0.0,0.0,0.0,0.0,3,4,34.0,304.0,36.0,4.0,10.0,280000.0,1800000.0,120000.0,0.0,0.0,0.0,2.0,2.0,70.0,1.0
70384,3.0,0.0,0.0,0.0,0.0,4,25,425.0,23.0,34.0,5.0,8.0,178000.0,5200000.0,240000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
70427,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,36.0,8.0,4.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
70753,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,24.0,9.0,2.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
70765,3.0,5000000.0,300000.0,2450000.0,1000000.0,20,35,2035.0,7.0,14.0,3.0,3.0,250000.0,4000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
71016,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,5000.0,2200000.0,70000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
71044,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,31.0,16.0,4.0,0.0,200000.0,210000.0,150000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
71215,10.0,6000000.0,600000.0,2400000.0,1500000.0,8,4,84.0,48.0,12.0,2.0,16.0,3000000.0,30000000.0,15000000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
71245,3.0,0.0,0.0,0.0,0.0,3,9,39.0,189.0,25.0,7.0,4.0,0.1,200000.0,2.5,0.0,0.0,0.0,2.0,2.0,20.0,1.0
71369,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,80000.0,2200000.0,60000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
71581,3.0,4800000.0,480000.0,2420000.0,700000.0,9,19,919.0,31.0,16.0,4.0,8.0,2000000.0,2500000.0,1300000.0,0.0,0.0,0.0,2.0,2.0,85.0,1.0
71825,11.0,900000.0,90000.0,360000.0,225000.0,8,1,81.0,8.0,19.0,5.0,9.0,570000.0,2600000.0,250000.0,0.0,0.0,0.0,2.0,2.0,70.0,1.0
72012,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,5.0,2000000.0,6000000.0,600000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
72110,6.0,2500000.0,250000.0,1225000.0,400000.0,7,2,72.0,161.0,25.0,7.0,4.0,165000.0,2300000.0,110000.0,0.0,0.0,0.0,2.0,2.0,80.0,1.0
72166,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,500000.0,2200000.0,300000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
72368,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,9.0,1.0,3.0,6.0,25000.0,50000.0,160000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
72376,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,184.0,25.0,7.0,5.0,200000.0,1750000.0,50000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
72390,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,8.0,19.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,70.0,2.0
72394,3.0,2600000.0,260000.0,1040000.0,650000.0,1,6,16.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
72449,3.0,2500000.0,150000.0,1625000.0,200000.0,7,5,75.0,Unknown,Unknown,Unknown,6.0,1800000.0,2200000.0,600000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
72474,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,9.0,1.0,3.0,7.0,50000.0,60000.0,50000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
72517,2.0,0.0,0.0,0.0,0.0,8,7,87.0,310.0,4.0,3.0,14.0,120000.0,800000.0,400000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
72521,10.0,5400000.0,0.0,2700000.0,1350000.0,5,3,53.0,325.0,26.0,6.0,6.0,280000.0,1500000.0,80000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
72718,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
72729,3.0,6000000.0,600000.0,2800000.0,1100000.0,10,30,1030.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
72780,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,10.0,3.0,2.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
72882,7.0,10000000.0,1000000.0,4000000.0,2500000.0,5,7,57.0,335.0,20.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
73071,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,212.0,11.0,3.0,4.0,420000.0,5000000.0,45000.0,1.0,0.0,0.0,1.0,2.0,50.0,2.0
73118,3.0,3800000.0,300000.0,2500000.0,500000.0,7,8,78.0,304.0,36.0,4.0,7.0,220000.0,2000000.0,110000.0,0.0,0.0,0.0,2.0,2.0,80.0,1.0
73119,3.0,5000000.0,400000.0,2300000.0,1000000.0,9,17,917.0,76.0,19.0,5.0,18.0,2007000.0,10000000.0,1000000.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0
73230,3.0,3000000.0,300000.0,1700000.0,500000.0,8,13,813.0,30.0,28.0,1.0,11.0,800000.0,4500000.0,300000.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0
73234,3.0,3000000.0,300000.0,1200000.0,750000.0,5,10,510.0,36.0,8.0,4.0,15.0,1749000.0,8500000.0,807800.0,0.0,0.0,0.0,2.0,2.0,70.0,1.0
73252,4.0,6000000.0,200000.0,3100000.0,1200000.0,22,4,224.0,58.0,12.0,2.0,25.0,5000000.0,40000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,90.0,1.0
73343,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,38.0,12.0,2.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
73369,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,335.0,20.0,5.0,7.0,900000.0,8000000.0,250000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
73392,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,17.0,5.0,4.0,15.0,550000.0,650000.0,150000.0,1.0,0.0,0.0,2.0,2.0,50.0,2.0
73500,8.0,6000000.0,0.0,3000000.0,1500000.0,4,10,410.0,19.0,15.0,6.0,20.0,500000.0,2000000.0,350000.0,0.0,0.0,0.0,2.0,2.0,35.0,1.0
73539,50.0,2500000.0,300000.0,1300000.0,450000.0,3,20,320.0,335.0,20.0,5.0,13.0,500000.0,5000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,70.0,1.0
73540,11.0,4000000.0,0.0,2600000.0,400000.0,12,6,126.0,1.0,33.0,2.0,13.0,5000000.0,10000000.0,1000000.0,0.0,0.0,0.0,2.0,2.0,80.0,1.0
73661,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,68.0,29.0,1.0,5.0,400000.0,4000000.0,200000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
73712,3.0,6000000.1,600000.1,2400000.0,1500000.0,7,3,73.0,22.0,35.0,4.0,7.0,120000.0,3200000.0,35000.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
73742,45.0,6000000.0,600000.0,2400000.0,1500000.0,10,28,1028.0,22.0,18.0,4.0,10.0,100000.0,3500000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,1.0
73802,3.0,6000000.0,600000.0,2900000.0,1000000.0,8,18,818.0,204.0,8.0,4.0,16.0,110000.0,1200000.0,12000.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
73860,5.0,2600000.0,260000.0,1040000.0,650000.0,8,3,83.0,19.0,15.0,6.0,8.0,600000.0,3000000.0,25000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
73962,5.0,0.0,0.0,0.0,0.0,4,5,45.0,30.0,28.0,1.0,2.0,200000.0,1500000.0,60000.0,0.0,0.0,0.0,2.0,2.0,25.0,1.0
74358,2.0,1500000.0,150000.0,600000.0,375000.0,1,4,14.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
74442,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
74443,3.0,2300000.0,230000.0,920000.0,575000.0,5,6,56.0,24.0,9.0,2.0,1.0,9900.0,200000.0,4000.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0
74598,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,1800000.0,2200000.0,400000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
74620,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,8.0,19.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
74647,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,20.0,2.0,4.0,16.0,900000.0,7000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
74824,3.0,5700000.0,0.0,2850000.0,1425000.0,12,6,126.0,8.0,19.0,5.0,15.0,150000.0,500000.0,100000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
74839,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,8.0,19.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
74916,3.0,0.0,0.0,0.0,0.0,12,12,1212.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
74956,3.0,0.0,0.0,0.0,0.0,7,5,75.0,335.0,20.0,5.0,8.0,500000.0,5000000.0,200000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
75365,100.0,0.0,0.0,0.0,0.0,5,3,53.0,17.0,5.0,4.0,3.0,500000.0,8000000.0,1500000.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0
