firm_id,baseline_employees,total_grant_amount,grant_stage1_amount,grant_stage2_total_amount,grant_stage3_amount,post_grant_permanent_employees,post_grant_temporary_employees,total_employees_post_grant
935,,4000000.0,300000.0,1970000.0,950000.0,,,
946,,4000000.0,300000.0,1970000.0,950000.0,,,
978,11,6000000.0,600000.0,2400000.0,1500000.0,3,1,4
1033,6,0.0,0.0,0.0,0.0,3,2,5
1041,12 PEOPLE,4000000.0,300000.0,1970000.0,950000.0,,,
1132,,4000000.0,300000.0,1970000.0,950000.0,,,
1170,,2700000.0,270000.0,1080000.0,675000.0,4,1,5
1187,,0.0,0.0,0.0,0.0,15,47,62
1209,,4000000.0,400000.0,1600000.0,1000000.0,12,32,44
1213,,4000000.0,300000.0,1970000.0,950000.0,,,
1217,,4000000.0,300000.0,1970000.0,950000.0,,,
1222,,4000000.0,300000.0,1970000.0,950000.0,,,
1272,,4000000.0,300000.0,1970000.0,950000.0,,,
1297,,0.0,0.0,0.0,0.0,5,3,8
1313,1 permanent and 4 temps,6000000.0,600000.0,2400000.0,1500000.0,4,3,7
1318,,4000000.0,300000.0,1970000.0,950000.0,,,
1319,3,6000000.0,200000.0,4300000.0,750000.0,15,16,31
1332,5,4000000.0,400000.0,1600000.0,1000000.0,7,4,11
1435,,6500000.0,650000.0,3600000.0,625000.0,8,18,26
1442,,4000000.0,300000.0,1970000.0,950000.0,,,
1484,,6000000.0,200000.0,2800000.0,1500000.0,10,12,22
1503,,4000000.0,400000.0,1000000.0,1600000.0,0,0,0
1577,,4000000.0,300000.0,1970000.0,950000.0,,,
1587,,4500000.0,450000.0,2125000.0,800000.0,3,7,10
1623,,4000000.0,300000.0,1970000.0,950000.0,,,
1667,7,4800000.0,480000.0,1920000.0,1200000.0,9,14,23
1710,,4000000.0,300000.0,1970000.0,950000.0,,,
1756,,4000000.0,300000.0,1970000.0,950000.0,,,
1794,,4000000.0,300000.0,1970000.0,950000.0,,,
1806,,4000000.0,300000.0,1970000.0,950000.0,,,
1813,,4000000.0,300000.0,1970000.0,950000.0,,,
1833,Minimum of 10 people,0.0,0.0,0.0,0.0,2,4,6
1882,4 (part-time),0.0,0.0,0.0,0.0,11,25,36
1893,,0.0,0.0,0.0,0.0,3,2,5
1937,2,5000000.0,200000.0,2800000.0,1000000.0,15,28,43
1958,16,4000000.0,300000.0,1970000.0,950000.0,,,
1989,,4000000.0,300000.0,1970000.0,950000.0,,,
2008,3 people,6000000.0,200000.0,2800000.0,1500000.0,5,6,11
2043,,4000000.0,300000.0,1970000.0,950000.0,,,
2065,,0.0,0.0,0.0,0.0,1,3,4
2093,15,4000000.0,300000.0,1970000.0,950000.0,,,
2098,,4000000.0,300000.0,1970000.0,950000.0,,,
2113,,4000000.0,300000.0,1970000.0,950000.0,,,
2122,nine,6000000.0,0.0,3000000.0,1500000.0,12,8,20
2175,,4000000.0,300000.0,1970000.0,950000.0,,,
2204,,4000000.0,300000.0,1970000.0,950000.0,,,
2212,2,10000000.0,1000000.0,5000000.0,1500000.0,8,4,12
2241,,6000000.0,600000.0,2900000.0,1000000.0,8,4,12
2264,,4000000.0,300000.0,1970000.0,950000.0,,,
2318,5,5100000.0,510000.0,2040000.0,1275000.0,8,124,132
2361,3,4000000.0,300000.0,1970000.0,950000.0,,,
2387,,4000000.0,300000.0,1970000.0,950000.0,,,
2401,1,4000000.0,300000.0,1970000.0,950000.0,,,
2429,20 people,3800000.0,380000.0,1520000.0,950000.0,18,3,21
2436,,0.0,0.0,0.0,0.0,9,28,37
2546,,3000000.0,300000.0,1200000.0,750000.0,7,19,26
2555,,4000000.0,300000.0,1970000.0,950000.0,,,
2572,,4000000.0,300000.0,1970000.0,950000.0,,,
2593,,4000000.0,300000.0,1970000.0,950000.0,,,
2602,,4000000.0,300000.0,1970000.0,950000.0,,,
2637,,2500000.0,100000.0,1600000.0,400000.0,7,88,95
2692,,4600000.0,460000.0,2040000.0,950000.0,4,22,26
2733,,4000000.0,300000.0,1970000.0,950000.0,,,
2750,,4000000.0,300000.0,1970000.0,950000.0,,,
2765,5,4000000.0,300000.0,1970000.0,950000.0,,,
2814,,4000000.0,300000.0,1970000.0,950000.0,,,
2854,4,6000000.0,300000.0,2700000.0,1500000.0,8,4,12
2876,,4000000.0,300000.0,1970000.0,950000.0,,,
2957,13,6000000.0,600000.0,2400000.0,1500000.0,8,16,24
2994,,4000000.0,300000.0,1970000.0,950000.0,,,
3031,9,10000000.0,1000000.0,4000000.0,2500000.0,4,15,19
3057,,4000000.0,300000.0,1970000.0,950000.0,,,
3068,Seven,2000000.0,250000.0,1250000.0,250000.0,disqualified,disqualified,disqualified
3122,Seven,2500000.0,50000.0,1200000.0,625000.0,12,3,15
3166,"9 (4 permanent, 5 part time)",5700000.0,200000.0,3500000.0,1000000.0,7,8,15
3167,7,5000000.0,500000.0,2000000.0,1250000.0,6,6,12
3168,6 person per team,6000000.0,600000.0,2400000.0,1500000.0,34,12,46
3260,3,7500000.0,750000.0,3500000.0,1375000.0,7,3,10
3291,,4000000.0,300000.0,1970000.0,950000.0,,,
3301,,4000000.0,400000.0,1600000.0,1000000.0,4,1,5
3319,2 PERSONS,3000000.0,300000.0,1600000.0,350000.0,8,2,10
3416,,6000000.0,200000.0,2800000.0,1500000.0,15,22,37
3426,4,6000000.0,0.0,3000000.0,1500000.0,7,8,15
3438,,6000000.0,600000.0,2400000.0,1500000.0,8,30,38
3452,,4000000.0,300000.0,1970000.0,950000.0,,,
3459,,6000000.0,200000.0,2800000.0,1500000.0,9,1,10
3521,,4000000.0,300000.0,1970000.0,950000.0,,,
3540,,4000000.0,300000.0,1970000.0,950000.0,,,
3545,,4000000.0,300000.0,1970000.0,950000.0,,,
3635,,4000000.0,300000.0,1970000.0,950000.0,,,
3699,3,6000000.0,600000.0,2400000.0,1500000.0,10,7,17
3717,8,0.0,0.0,0.0,0.0,9,2,11
3739,,6000000.0,600000.0,3400000.0,1000000.0,9,25,34
3746,,4000000.0,300000.0,1970000.0,950000.0,,,
3780,,4000000.0,400000.0,1600000.0,1000000.0,6,6,12
3782,,0.0,0.0,0.0,0.0,6,5,11
3802,3,6000000.0,600000.0,2400000.0,1500000.0,7,3,10
3832,,4000000.0,300000.0,1970000.0,950000.0,,,
3884,7,6000000.0,600000.0,2400000.0,1500000.0,3,3,6
3886,,4000000.0,300000.0,1970000.0,950000.0,,,
3902,,4000000.0,300000.0,1970000.0,950000.0,,,
3911,1,2500000.0,250000.0,1000000.0,625000.0,4,6,10
3919,,4000000.0,300000.0,1970000.0,950000.0,,,
3940,,4000000.0,300000.0,1970000.0,950000.0,,,
3941,7,4000000.0,300000.0,1970000.0,950000.0,,,
3942,,4000000.0,300000.0,1970000.0,950000.0,,,
3996,2,2500000.0,250000.0,1400000.0,425000.0,6,5,11
3999,,4000000.0,300000.0,1970000.0,950000.0,,,
4032,,4000000.0,300000.0,1970000.0,950000.0,,,
4048,,4000000.0,300000.0,1970000.0,950000.0,,,
4149,10,2400000.0,240000.0,960000.0,600000.0,2,6,8
4154,6,5000000.0,500000.0,2000000.0,1250000.0,15,2,17
4177,,4000000.0,300000.0,1970000.0,950000.0,,,
4196,6,4000000.0,300000.0,1970000.0,950000.0,,,
4199,2,4000000.0,300000.0,1970000.0,950000.0,,,
4279,Presently we have 5 employees and invites more professional hands when the needs be with a big project.,4000000.0,300000.0,1970000.0,950000.0,,,
4307,3,6000000.0,0.0,3000000.0,1500000.0,3,5,8
4359,6,6000000.0,600000.0,2400000.0,1500000.0,12,4,16
4371,2,4000000.0,300000.0,1970000.0,950000.0,,,
4427,,4000000.0,300000.0,1970000.0,950000.0,,,
4523,,4000000.0,300000.0,1970000.0,950000.0,,,
4585,,900000.0,90000.0,360000.0,225000.0,0,2,2
4603,,2900000.0,200000.0,1250000.0,725000.0,13,2,15
4657,15 persons,4000000.0,300000.0,1970000.0,950000.0,,,
4662,,4000000.0,300000.0,1970000.0,950000.0,,,
4669,,0.0,0.0,0.0,0.0,9,5,14
4711,,4000000.0,300000.0,1970000.0,950000.0,,,
4733,3,2500000.0,0.0,1000000.0,875000.0,6,4,10
4735,,4000000.0,300000.0,1970000.0,950000.0,,,
4786,,4000000.0,300000.0,1970000.0,950000.0,,,
4796,,4000000.0,300000.0,1970000.0,950000.0,,,
4797,,5300000.0,530000.0,2620000.0,825000.0,5,2,7
4852,9,0.0,0.0,0.0,0.0,4,2,6
4858,,4000000.0,300000.0,1970000.0,950000.0,,,
4899,,4000000.0,300000.0,1970000.0,950000.0,,,
4930,,3200000.0,320000.0,1280000.0,800000.0,8,4,12
4952,10,4000000.0,300000.0,1970000.0,950000.0,,,
4963,,4000000.0,300000.0,1970000.0,950000.0,,,
4967,,1800000.0,180000.0,1020000.0,300000.0,4,2,6
4986,,4000000.0,300000.0,1970000.0,950000.0,,,
5040,,4000000.0,300000.0,1970000.0,950000.0,,,
5060,,0.0,0.0,0.0,0.0,3,7,10
5075,,0.0,0.0,0.0,0.0,3,20,23
5081,,4000000.0,300000.0,1970000.0,950000.0,,,
5110,,4000000.0,300000.0,1970000.0,950000.0,,,
5122,,3200000.0,0.0,1600000.0,800000.0,12,20,32
5126,4,5100000.0,510000.0,2040000.0,1275000.0,11,8,19
5149,,4000000.0,300000.0,1970000.0,950000.0,,,
5167,3,4000000.0,300000.0,1970000.0,950000.0,,,
5185,,4000000.0,300000.0,1970000.0,950000.0,,,
5196,,5000000.0,500000.0,2000000.0,1250000.0,16,7,23
5204,,4000000.0,300000.0,1970000.0,950000.0,,,
5211,,4000000.0,300000.0,1970000.0,950000.0,,,
5280,3 Full time; 15 freelance,1000000.0,100000.0,400000.0,250000.0,6,15,21
5299,,6000000.0,100000.0,2900000.0,1500000.0,6,3,9
5313,5,6000000.0,600000.0,2400000.0,1500000.0,12,6,18
5355,,4000000.0,300000.0,1970000.0,950000.0,,,
5365,,4000000.0,300000.0,1970000.0,950000.0,,,
5408,5,2600000.0,260000.0,1340000.0,500000.0,8,9,17
5498,,4000000.0,300000.0,1970000.0,950000.0,,,
5506,,4000000.0,300000.0,1970000.0,950000.0,,,
5528,,6000000.0,600000.0,3150000.0,750000.0,6,17,23
5570,,3000000.0,300000.0,1200000.0,750000.0,7,4,11
5579,,4000000.0,300000.0,1970000.0,950000.0,,,
5593,3,4000000.0,300000.0,1970000.0,950000.0,,,
5604,NNINE,4000000.0,300000.0,1970000.0,950000.0,,,
5672,,4000000.0,300000.0,1970000.0,950000.0,,,
5676,6,3500000.0,200000.0,1800000.0,750000.0,5,3,8
5678,,4000000.0,300000.0,1970000.0,950000.0,,,
5688,8 people,2500000.0,250000.0,1000000.0,625000.0,5,7,12
5705,,6000000.0,600000.0,2400000.0,1500000.0,10,12,22
5725,,4000000.0,300000.0,1970000.0,950000.0,,,
5775,four,9350000.0,350000.0,4000000.0,2500000.0,8,32,40
5869,,4000000.0,300000.0,1970000.0,950000.0,,,
5894,10,5000000.0,500000.0,2500000.0,1000000.0,15,10,25
5929,2,4200000.0,420000.0,2280000.0,750000.0,7,10,17
5954,,4000000.0,300000.0,1970000.0,950000.0,,,
5957,3,2400000.0,180000.0,820000.0,700000.0,12,24,36
5980,,4000000.0,300000.0,1970000.0,950000.0,,,
5993,5,4000000.0,300000.0,1970000.0,950000.0,,,
6035,5 Presently,4000000.0,300000.0,1970000.0,950000.0,,,
6053,,4000000.0,300000.0,1970000.0,950000.0,,,
6069,,4800000.0,480000.0,1920000.0,1200000.0,5,0,5
6096,,3000000.0,100000.0,1650000.0,500000.0,disqualified,disqualified,disqualified
6123,,4000000.0,300000.0,1970000.0,950000.0,,,
6128,,3700000.0,370000.0,1700000.0,705000.0,7,3,10
6173,,10000000.0,1000000.0,4000000.0,2500000.0,6,15,21
6199,,4000000.0,300000.0,1970000.0,950000.0,,,
6217,25 PEOPLE,4000000.0,300000.0,1970000.0,950000.0,,,
6290,5-10,3000000.0,300000.0,1200000.0,750000.0,6,2,8
6294,,4000000.0,300000.0,1970000.0,950000.0,,,
6316,,4000000.0,300000.0,1970000.0,950000.0,,,
6376,,4000000.0,300000.0,1970000.0,950000.0,,,
6423,,4000000.0,300000.0,1970000.0,950000.0,,,
6458,,4000000.0,300000.0,1970000.0,950000.0,,,
6461,,4000000.0,300000.0,1970000.0,950000.0,,,
6487,,4000000.0,300000.0,1970000.0,950000.0,,,
6510,,4000000.0,300000.0,1970000.0,950000.0,,,
6578,4 FIXED STAFFS AND OVER 35 CASUAL WORKERS,4000000.0,300000.0,1970000.0,950000.0,,,
6599,Three (3),5000000.0,0.0,3500000.0,750000.0,12,4,16
6600,,4000000.0,300000.0,1970000.0,950000.0,,,
6610,8,4000000.0,300000.0,1970000.0,950000.0,,,
6650,,6000000.0,400000.0,3600000.0,1000000.0,6,0,6
6668,,5900000.0,590000.0,2360000.0,1475000.0,8,2,10
6695,5,4000000.0,300000.0,1970000.0,950000.0,,,
6711,,4000000.0,300000.0,1970000.0,950000.0,,,
6716,,3000000.0,300000.0,1500000.0,450000.0,11,2,13
6717,,4000000.0,300000.0,1970000.0,950000.0,,,
6718,4,4000000.0,300000.0,1970000.0,950000.0,,,
6749,,4000000.0,300000.0,1970000.0,950000.0,,,
6752,,10000000.0,1000000.0,4700000.0,1800000.0,14,9,23
6804,,4000000.0,300000.0,1970000.0,950000.0,,,
6820,,6000000.0,0.0,3750000.0,750000.0,18,4,22
6825,,4000000.0,300000.0,1970000.0,950000.0,,,
6891,,4000000.0,300000.0,1970000.0,950000.0,,,
6893,,4000000.0,300000.0,1970000.0,950000.0,,,
6921,,4000000.0,300000.0,1970000.0,950000.0,,,
6955,,4500000.0,450000.0,1800000.0,1125000.0,7,11,18
7052,,4000000.0,300000.0,1970000.0,950000.0,,,
7153,,4000000.0,300000.0,1970000.0,950000.0,,,
7230,,6000000.0,600000.0,2900000.0,1000000.0,6,16,22
7233,,4000000.0,300000.0,1970000.0,950000.0,,,
7236,,4000000.0,300000.0,1970000.0,950000.0,,,
7242,,4000000.0,300000.0,1970000.0,950000.0,,,
7261,5,4000000.0,400000.0,1000000.0,1600000.0,20,3,23
7288,,4000000.0,300000.0,1970000.0,950000.0,,,
7346,,4000000.0,300000.0,1970000.0,950000.0,,,
7500,6,6000000.0,200000.0,3300000.0,1250000.0,15,6,21
7519,5,4000000.0,300000.0,1970000.0,950000.0,,,
7525,,4000000.0,300000.0,1970000.0,950000.0,,,
7536,,5500000.0,250000.0,3000000.0,875000.0,7,24,31
7625,5,0.0,0.0,0.0,0.0,7,3,10
7629,,4000000.0,300000.0,1970000.0,950000.0,,,
7654,9,4500000.0,200000.0,2500000.0,900000.0,5,5,10
7699,4,5000000.0,0.0,3000000.0,750000.0,10,18,28
7729,4,3800000.0,300000.0,2100000.0,700000.0,13,3,16
7760,3 staff and 7 contract staff,10000000.0,1000000.0,4000000.0,2500000.0,9,24,33
7782,,6000000.0,200000.0,2800000.0,1500000.0,3,7,10
7790,,4000000.0,300000.0,1970000.0,950000.0,,,
7825,,4000000.0,300000.0,1970000.0,950000.0,,,
7868,,4000000.0,300000.0,1970000.0,950000.0,,,
7986,,4000000.0,300000.0,1970000.0,950000.0,,,
8034,,4700000.0,470000.0,2380000.0,675000.0,4,5,9
8048,,3300300.0,330030.0,1820120.0,325075.0,13,33,46
8073,2,3600000.0,0.0,1440000.0,1260000.0,9,6,15
8091,,4000000.0,300000.0,1970000.0,950000.0,,,
8105,3,3000000.0,300000.0,1200000.0,750000.0,11,15,26
8107,,5600000.0,200000.0,2700000.0,1350000.0,5,0,5
8216,,4000000.0,300000.0,1970000.0,950000.0,,,
8330,5,3000000.0,0.0,1850000.0,400000.0,8,4,12
8440,,4000000.0,300000.0,1970000.0,950000.0,,,
8444,,6000000.0,100000.0,3500000.0,900000.0,15,4,19
8450,,4000000.0,300000.0,1970000.0,950000.0,,,
8477,,4000000.0,300000.0,1970000.0,950000.0,,,
8509,,4000000.0,300000.0,1970000.0,950000.0,,,
8520,,4000000.0,300000.0,1970000.0,950000.0,,,
8571,10,4000000.0,300000.0,1970000.0,950000.0,,,
8619,,4000000.0,300000.0,1970000.0,950000.0,,,
8643,4,4000000.0,300000.0,1970000.0,950000.0,,,
8652,,4000000.0,300000.0,1970000.0,950000.0,,,
8713,,4000000.0,300000.0,1970000.0,950000.0,,,
8832,,4000000.0,300000.0,1970000.0,950000.0,,,
8877,,4000000.0,300000.0,1970000.0,950000.0,,,
9012,,4000000.0,300000.0,1970000.0,950000.0,,,
9084,,4000000.0,300000.0,1970000.0,950000.0,,,
9134,,4000000.0,300000.0,1970000.0,950000.0,,,
9234,,4000000.0,300000.0,1970000.0,950000.0,,,
9273,4 (Permenent) 13 (Ad-Hoc),6000000.0,600000.0,2900000.0,1000000.0,8,15,23
9293,,4000000.0,300000.0,1970000.0,950000.0,,,
9338,5,4000000.0,300000.0,1970000.0,950000.0,,,
9423,,2000000.0,200000.0,800000.0,500000.0,6,7,13
9433,,4000000.0,300000.0,1970000.0,950000.0,,,
9597,,4000000.0,300000.0,1970000.0,950000.0,,,
9632,,4000000.0,300000.0,1970000.0,950000.0,,,
9634,,4000000.0,300000.0,1970000.0,950000.0,,,
9661,,2600000.0,100000.0,1200000.0,650000.0,4,3,7
9742,12 persons,0.0,0.0,0.0,0.0,19,28,47
9784,5,3000000.0,0.0,1750000.0,500000.0,4,2,6
9792,,4000000.0,300000.0,1970000.0,950000.0,,,
9884,4,4000000.0,400000.0,1600000.0,1000000.0,7,6,13
10044,,4000000.0,300000.0,1970000.0,950000.0,,,
10086,,4000000.0,300000.0,1970000.0,950000.0,,,
10284,,4000000.0,300000.0,1970000.0,950000.0,,,
10288,,4000000.0,300000.0,1970000.0,950000.0,,,
10309,5,4000000.0,300000.0,1970000.0,950000.0,,,
10379,,9600000.0,960000.0,3840000.0,2400000.0,8,13,21
10397,5,5800000.0,580000.0,3220000.0,550000.0,6,25,31
10431,2,4000000.0,300000.0,1970000.0,950000.0,,,
10440,18,4000000.0,300000.0,1970000.0,950000.0,,,
10449,,4000000.0,300000.0,1970000.0,950000.0,,,
10454,,4000000.0,300000.0,1970000.0,950000.0,,,
10508,Ten people for now.,5400000.0,540000.0,2160000.0,1350000.0,12,9,21
10572,,4000000.0,300000.0,1970000.0,950000.0,,,
10588,4,4000000.0,400000.0,1600000.0,1000000.0,8,2,10
10598,30 people at present,1500000.0,150000.0,775000.0,200000.0,12,4,16
10643,7,3900000.0,190000.0,1960000.0,775000.0,6,11,17
10767,,4000000.0,300000.0,1970000.0,950000.0,,,
10773,,3500000.0,100000.0,2300000.0,500000.0,8,4,12
10856,13,5100000.0,510000.0,2040000.0,1275000.0,6,4,10
10869,,4000000.0,300000.0,1970000.0,950000.0,,,
10946,,6000000.0,600000.0,2400000.0,1500000.0,7,2,9
10970,,4000000.0,300000.0,1970000.0,950000.0,,,
11010,,4000000.0,300000.0,1970000.0,950000.0,,,
11102,presently one,3200000.0,320000.0,1280000.0,800000.0,8,2,10
11119,,4000000.0,300000.0,1970000.0,950000.0,,,
11130,,2700000.0,200000.0,2100000.0,200000.0,3,6,9
11154,,4000000.0,300000.0,1970000.0,950000.0,,,
11185,,4000000.0,300000.0,1970000.0,950000.0,,,
11275,33,4000000.0,300000.0,1970000.0,950000.0,,,
11389,,0.0,0.0,0.0,0.0,6,3,9
11454,,0.0,0.0,0.0,0.0,12,15,27
11489,,4000000.0,300000.0,1970000.0,950000.0,,,
11523,,7000000.0,400000.0,3100000.0,1750000.0,5,7,12
11537,8 people,0.0,0.0,0.0,0.0,5,3,8
11542,,4000000.0,300000.0,1970000.0,950000.0,,,
11578,,4000000.0,300000.0,1970000.0,950000.0,,,
11629,,4000000.0,300000.0,1970000.0,950000.0,,,
11630,,4700000.0,470000.0,2380000.0,675000.0,11,6,17
11651,"1 office manager, 1 trainee computer assembler, 2 training staff, 1 junior office clerk, totaling 5 personnel staff",4400000.0,440000.0,2260000.0,600000.0,4,2,6
11725,,4000000.0,300000.0,1970000.0,950000.0,,,
11972,,6000000.0,600000.0,2900000.0,1000000.0,4,3,7
12004,7,3000000.0,100000.0,1400000.0,750000.0,15,8,23
12015,,4000000.0,300000.0,1970000.0,950000.0,,,
12033,One (Three in all),4000000.0,300000.0,1970000.0,950000.0,,,
12097,"Presently, the business employs 3 permanent staff and engages as much as 6 â 10 individuals during periods of weeding, planting, and other cultivation activities.",10000000.0,400000.0,4600000.0,2500000.0,6,20,26
12108,15,3000000.0,100000.0,1650000.0,500000.0,Deceased,Deceased,Deceased
12123,,4000000.0,200000.0,1800000.0,1000000.0,4,2,6
12147,,4000000.0,300000.0,1970000.0,950000.0,,,
12173,"Five (5) people, two (2) are assigned for designing of both male and female clothes, one (1) for sewing men clothes, one (1) for female clothes and one(1) for ironing and putting buttons.",2000000.0,200000.0,800000.0,500000.0,12,5,17
12198,,4000000.0,300000.0,1970000.0,950000.0,,,
12214,,4000000.0,300000.0,1970000.0,950000.0,,,
12228,,4000000.0,300000.0,1970000.0,950000.0,,,
12314,45,6000000.0,200000.0,2800000.0,1500000.0,26,18,44
12335,,4000000.0,300000.0,1970000.0,950000.0,,,
12363,3 people.,2000000.0,200000.0,800000.0,500000.0,8,5,13
12405,,4000000.0,300000.0,1970000.0,950000.0,,,
12414,,2400000.0,240000.0,1200000.0,360000.0,4,1,5
12466,,4000000.0,300000.0,1970000.0,950000.0,,,
12482,,4000000.0,300000.0,1970000.0,950000.0,,,
12579,20 People,4000000.0,300000.0,1970000.0,950000.0,,,
12612,20,3000000.0,0.0,1950000.0,300000.0,19,4,23
12622,4,4000000.0,300000.0,1970000.0,950000.0,,,
12745,,0.0,0.0,0.0,0.0,12,4,16
12750,,4000000.0,300000.0,1970000.0,950000.0,,,
12891,,4000000.0,300000.0,1970000.0,950000.0,,,
12946,20,6000000.0,200000.0,2800000.0,1500000.0,8,4,12
12953,,4000000.0,300000.0,1970000.0,950000.0,,,
12963,,4000000.0,300000.0,1970000.0,950000.0,,,
12970,,5700000.0,570000.0,2280000.0,1425000.0,1,10,11
13001,8,4200000.0,350000.0,2550000.0,650000.0,15,9,24
13009,,4000000.0,300000.0,1970000.0,950000.0,,,
13012,20,6000000.0,600000.0,2400000.0,1500000.0,10,25,35
13050,,4000000.0,300000.0,1970000.0,950000.0,,,
13075,Four,0.0,0.0,0.0,0.0,5,2,7
13080,,4000000.0,300000.0,1970000.0,950000.0,,,
13131,,4000000.0,300000.0,1970000.0,950000.0,,,
13133,,4000000.0,300000.0,1970000.0,950000.0,,,
13146,,4000000.0,300000.0,1970000.0,950000.0,,,
13148,,4000000.0,300000.0,1970000.0,950000.0,,,
13329,,5000000.0,500000.0,2000000.0,1250000.0,5,3,8
13345,,4000000.0,300000.0,1970000.0,950000.0,,,
13361,2,4000000.0,300000.0,1970000.0,950000.0,,,
13381,,4000000.0,300000.0,1970000.0,950000.0,,,
13443,Four (4),2500000.0,250000.0,1000000.0,625000.0,3,1,4
13463,,5000000.0,500000.0,2250000.0,1000000.0,6,9,15
13477,,5500000.0,200000.0,2300000.0,1500000.0,14,6,20
13502,,6000000.0,600000.0,2400000.0,1500000.0,11,6,17
13520,,5600000.0,560000.0,2640000.0,1000000.0,9,42,51
13588,,4000000.0,300000.0,1970000.0,950000.0,,,
13685,5,4000000.0,300000.0,1970000.0,950000.0,,,
13736,,4000000.0,300000.0,1970000.0,950000.0,,,
13767,,4000000.0,300000.0,1970000.0,950000.0,,,
13800,10,4000000.0,300000.0,1970000.0,950000.0,,,
13828,,4000000.0,300000.0,1970000.0,950000.0,,,
13892,,4000000.0,300000.0,1970000.0,950000.0,,,
13994,7 PEOPLE,4000000.0,300000.0,1970000.0,950000.0,,,
14002,,4000000.0,300000.0,1970000.0,950000.0,,,
14006,Seven (7),4000000.0,300000.0,1970000.0,950000.0,,,
14029,One Trainee,2200000.0,220000.0,880000.0,550000.0,5,2,7
14046,4,4000000.0,400000.0,1600000.0,1000000.0,6,10,16
14109,,5100000.0,510000.0,2040000.0,1275000.0,7,3,10
14145,,4000000.0,300000.0,1970000.0,950000.0,,,
14170,,4000000.0,300000.0,1970000.0,950000.0,,,
14178,"We have 5 staffs of which 3 are permanent staffs and the other 2 are an advisory role, among which includes a seasoned science education adviser and a software developer",4000000.0,300000.0,1970000.0,950000.0,,,
14201,,4000000.0,300000.0,1970000.0,950000.0,,,
14296,,4000000.0,300000.0,1970000.0,950000.0,,,
14301,,4000000.0,300000.0,1970000.0,950000.0,,,
14319,10,4000000.0,200000.0,2200000.0,600000.0,4,0,4
14329,5 Persons,4000000.0,300000.0,1970000.0,950000.0,,,
14368,,4000000.0,300000.0,1970000.0,950000.0,,,
14388,,4000000.0,300000.0,1970000.0,950000.0,,,
14452,,4000000.0,300000.0,1970000.0,950000.0,,,
14575,,4000000.0,300000.0,1970000.0,950000.0,,,
14587,,4000000.0,300000.0,1970000.0,950000.0,,,
14731,,4000000.0,300000.0,1970000.0,950000.0,,,
14738,,4000000.0,300000.0,1970000.0,950000.0,,,
14785,,5300000.0,230000.0,2925000.0,820000.0,8,15,23
14797,5,4000000.0,300000.0,1970000.0,950000.0,,,
14828,"Currently, we have seventeen staffs that we are pay rolling, that is, apart from Managing Director/Chief Executive Officer, we have two technicians (operators), two graphic designers, two computer operators, three apprentices, four binders, two",6000000.0,200000.0,3300000.0,1000000.0,19,9,28
14845,,6000000.0,600000.0,2400000.0,1500000.0,25,19,44
14859,,6000000.0,600000.0,2900000.0,1000000.0,4,2,6
14865,6,4000000.0,300000.0,1970000.0,950000.0,,,
14881,,4000000.0,300000.0,1970000.0,950000.0,,,
